CÓDIGO MLB,ORIGEM,LINK DO ANÚNCIO,PREÇO DE TABELA,PREÇO VIGENTE,DESCONTO,TIPO DE PROMOÇÃO,VISITAS,DATA DA CONSULTA
MLB3851772197,prices,https://produto.mercadolivre.com.br/MLB-3851772197-_JM,"R$ 141,34","R$ 114,25","19,17%",custom,1449,17/12/2025 17:59:02
MLB3850527069,prices,https://produto.mercadolivre.com.br/MLB-3850527069-_JM,"R$ 109,90","R$ 78,11","28,93%",custom,5837,17/12/2025 17:59:02
MLB3850594341,prices,https://produto.mercadolivre.com.br/MLB-3850594341-_JM,"R$ 109,90","R$ 67,98","38,14%",marketplace_campaign,17539,17/12/2025 17:59:02
MLB3851891567,prices,https://produto.mercadolivre.com.br/MLB-3851891567-_JM,"R$ 141,14","R$ 118,20","16,25%",custom,1275,17/12/2025 17:59:02
MLB3850503331,prices,https://produto.mercadolivre.com.br/MLB-3850503331-_JM,"R$ 109,90","R$ 84,56","23,06%",custom,1416,17/12/2025 17:59:02
MLB3856227309,prices,https://produto.mercadolivre.com.br/MLB-3856227309-_JM,,"R$ 109,90",,,2474,17/12/2025 17:59:02
MLB3842588619,prices,https://produto.mercadolivre.com.br/MLB-3842588619-_JM,,"R$ 69,90",,,621,17/12/2025 17:59:02
MLB5074158418,prices,https://produto.mercadolivre.com.br/MLB-5074158418-_JM,,"R$ 77,90",,,3487,17/12/2025 17:59:02
MLB5073039082,prices,https://produto.mercadolivre.com.br/MLB-5073039082-_JM,"R$ 109,90","R$ 86,79","21,03%",marketplace_campaign,1398,17/12/2025 17:59:02
MLB3842570997,prices,https://produto.mercadolivre.com.br/MLB-3842570997-_JM,,"R$ 109,90",,,387,17/12/2025 17:59:02
MLB3851797333,prices,https://produto.mercadolivre.com.br/MLB-3851797333-_JM,,"R$ 141,34",,,2322,17/12/2025 17:59:02
MLB3851732411,prices,https://produto.mercadolivre.com.br/MLB-3851732411-_JM,"R$ 141,34","R$ 112,74","20,23%",custom,419,17/12/2025 17:59:02
MLB3851718005,prices,https://produto.mercadolivre.com.br/MLB-3851718005-_JM,,"R$ 141,34",,,2200,17/12/2025 17:59:02
MLB5217271898,prices,https://produto.mercadolivre.com.br/MLB-5217271898-_JM,"R$ 72,90","R$ 46,64","36,02%",marketplace_campaign,1433,17/12/2025 17:59:02
MLB5166828436,prices,https://produto.mercadolivre.com.br/MLB-5166828436-_JM,"R$ 109,90","R$ 66,52","39,47%",marketplace_campaign,10955,17/12/2025 17:59:02
MLB4474231836,prices,https://produto.mercadolivre.com.br/MLB-4474231836-_JM,,"R$ 149,90",,,1,17/12/2025 17:59:02
MLB3872618573,prices,https://produto.mercadolivre.com.br/MLB-3872618573-_JM,,"R$ 78,90",,,2495,17/12/2025 17:59:02
MLB5111850188,prices,https://produto.mercadolivre.com.br/MLB-5111850188-_JM,"R$ 78,90","R$ 74,20","5,96%",custom,1030,17/12/2025 17:59:02
MLB5061069350,prices,https://produto.mercadolivre.com.br/MLB-5061069350-_JM,"R$ 109,90","R$ 78,11","28,93%",custom,10272,17/12/2025 17:59:02
MLB5077133718,prices,https://produto.mercadolivre.com.br/MLB-5077133718-_JM,"R$ 78,90","R$ 58,10","26,36%",marketplace_campaign,1458,17/12/2025 17:59:02
MLB3930961753,prices,https://produto.mercadolivre.com.br/MLB-3930961753-_JM,,"R$ 89,90",,,40,17/12/2025 17:59:02
MLB4474202716,prices,https://produto.mercadolivre.com.br/MLB-4474202716-_JM,,"R$ 149,90",,,0,17/12/2025 17:59:02
MLB4293142068,prices,https://produto.mercadolivre.com.br/MLB-4293142068-_JM,,"R$ 78,90",,,0,17/12/2025 17:59:02
MLB5166720198,prices,https://produto.mercadolivre.com.br/MLB-5166720198-_JM,"R$ 78,90","R$ 64,49","18,26%",marketplace_campaign,8449,17/12/2025 17:59:02
MLB3856233917,prices,https://produto.mercadolivre.com.br/MLB-3856233917-_JM,,"R$ 78,90",,,1185,17/12/2025 17:59:02
MLB5107953922,prices,https://produto.mercadolivre.com.br/MLB-5107953922-_JM,,"R$ 78,90",,,1481,17/12/2025 17:59:02
MLB3728969955,prices,https://produto.mercadolivre.com.br/MLB-3728969955-_JM,,"R$ 153,24",,,0,17/12/2025 17:59:02
MLB5109857386,prices,https://produto.mercadolivre.com.br/MLB-5109857386-_JM,,"R$ 109,90",,,6380,17/12/2025 17:59:02
MLB3486295985,prices,https://produto.mercadolivre.com.br/MLB-3486295985-_JM,,"R$ 78,90",,,852,17/12/2025 17:59:02
MLB4290579474,prices,https://produto.mercadolivre.com.br/MLB-4290579474-_JM,"R$ 78,90","R$ 74,20","5,96%",custom,1294,17/12/2025 17:59:02
MLB4291525964,prices,https://produto.mercadolivre.com.br/MLB-4291525964-_JM,,"R$ 78,90",,,1,17/12/2025 17:59:02
MLB5107875536,prices,https://produto.mercadolivre.com.br/MLB-5107875536-_JM,,"R$ 77,90",,,866,17/12/2025 17:59:02
MLB3765805867,prices,https://produto.mercadolivre.com.br/MLB-3765805867-_JM,,"R$ 77,90",,,1,17/12/2025 17:59:02
MLB5329686648,prices,https://produto.mercadolivre.com.br/MLB-5329686648-_JM,"R$ 141,34","R$ 118,71","16,01%",marketplace_campaign,6043,17/12/2025 17:59:02
MLB4013490669,prices,https://produto.mercadolivre.com.br/MLB-4013490669-_JM,"R$ 141,53","R$ 109,67","22,51%",marketplace_campaign,9138,17/12/2025 17:59:02
MLB5330279808,prices,https://produto.mercadolivre.com.br/MLB-5330279808-_JM,,"R$ 99,90",,,1545,17/12/2025 17:59:02
MLB5610746956,prices,https://produto.mercadolivre.com.br/MLB-5610746956-_JM,"R$ 78,90","R$ 48,59","38,42%",campaign,530,17/12/2025 17:59:02
MLB4131922747,prices,https://produto.mercadolivre.com.br/MLB-4131922747-_JM,"R$ 89,90","R$ 81,85","8,95%",custom,171,17/12/2025 17:59:02
MLB5330199612,prices,https://produto.mercadolivre.com.br/MLB-5330199612-_JM,,"R$ 94,93",,,2947,17/12/2025 17:59:02
MLB5512120026,prices,https://produto.mercadolivre.com.br/MLB-5512120026-_JM,"R$ 89,90","R$ 49,81","44,59%",custom,92,17/12/2025 17:59:02
MLB3797062587,prices,https://produto.mercadolivre.com.br/MLB-3797062587-_JM,"R$ 141,34","R$ 106,22","24,85%",marketplace_campaign,3109,17/12/2025 17:59:02
MLB4132013109,prices,https://produto.mercadolivre.com.br/MLB-4132013109-_JM,"R$ 99,90","R$ 84,88","15,04%",marketplace_campaign,11045,17/12/2025 17:59:02
MLB5289734394,prices,https://produto.mercadolivre.com.br/MLB-5289734394-_JM,"R$ 99,90","R$ 73,72","26,21%",custom,1443,17/12/2025 17:59:02
MLB3978643291,prices,https://produto.mercadolivre.com.br/MLB-3978643291-_JM,"R$ 94,19","R$ 72,82","22,69%",custom,270,17/12/2025 17:59:02
MLB4132078775,prices,https://produto.mercadolivre.com.br/MLB-4132078775-_JM,"R$ 99,90","R$ 89,90","10,01%",custom,910,17/12/2025 17:59:02
MLB5512032766,prices,https://produto.mercadolivre.com.br/MLB-5512032766-_JM,"R$ 99,90","R$ 89,24","10,67%",marketplace_campaign,1477,17/12/2025 17:59:02
MLB5330209882,prices,https://produto.mercadolivre.com.br/MLB-5330209882-_JM,"R$ 85,30","R$ 70,75","17,06%",custom,1917,17/12/2025 17:59:02
MLB5329979910,prices,https://produto.mercadolivre.com.br/MLB-5329979910-_JM,,"R$ 141,34",,,2693,17/12/2025 17:59:02
MLB3850500179,prices,https://produto.mercadolivre.com.br/MLB-3850500179-_JM,"R$ 109,90","R$ 78,11","28,93%",custom,5684,17/12/2025 17:59:02
MLB3486255555,prices,https://produto.mercadolivre.com.br/MLB-3486255555-_JM,,"R$ 145,21",,,0,17/12/2025 17:59:02
MLB5289871836,prices,https://produto.mercadolivre.com.br/MLB-5289871836-_JM,"R$ 99,90","R$ 61,23","38,71%",custom,1420,17/12/2025 17:59:02
MLB4132150453,prices,https://produto.mercadolivre.com.br/MLB-4132150453-_JM,"R$ 99,90","R$ 82,99","16,93%",marketplace_campaign,914,17/12/2025 17:59:02
MLB4131809553,prices,https://produto.mercadolivre.com.br/MLB-4131809553-_JM,"R$ 89,90","R$ 49,82","44,58%",custom,96,17/12/2025 17:59:02
MLB5512124900,prices,https://produto.mercadolivre.com.br/MLB-5512124900-_JM,"R$ 99,90","R$ 87,96","11,95%",marketplace_campaign,3712,17/12/2025 17:59:02
MLB5108002904,prices,https://produto.mercadolivre.com.br/MLB-5108002904-_JM,"R$ 78,90","R$ 69,43","12,00%",campaign,2306,17/12/2025 17:59:02
MLB4169249529,prices,https://produto.mercadolivre.com.br/MLB-4169249529-_JM,"R$ 89,90","R$ 58,37","35,07%",custom,347,17/12/2025 17:59:02
MLB4169339527,prices,https://produto.mercadolivre.com.br/MLB-4169339527-_JM,"R$ 89,90","R$ 51,91","42,26%",custom,68,17/12/2025 17:59:02
MLB5511648544,prices,https://produto.mercadolivre.com.br/MLB-5511648544-_JM,"R$ 89,90","R$ 78,78","12,37%",custom,371,17/12/2025 17:59:02
MLB4855791550,prices,https://produto.mercadolivre.com.br/MLB-4855791550-_JM,,"R$ 77,90",,,8496,17/12/2025 17:59:02
MLB4169342213,prices,https://produto.mercadolivre.com.br/MLB-4169342213-_JM,"R$ 89,90","R$ 53,02","41,02%",custom,90,17/12/2025 17:59:02
MLB5686810512,prices,https://produto.mercadolivre.com.br/MLB-5686810512-_JM,"R$ 89,90","R$ 49,81","44,59%",campaign,243,17/12/2025 17:59:02
